Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
4/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1001,748,1339,757,581,988,1167,923,1474,1011,757,1349,1018,798,1297,685,575,817
4/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1288,1029,1613,,,,,,,,,,,,,,,
4/27/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",546,339,879,371,294,468,572,402,814,615,392,964,523,322,849,445,248,800
4/27/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",825,573,1188,655,519,827,1060,744,1509,841,598,1182,736,583,930,635,401,1004
4/27/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1566,1188,2063,,,,1955,1630,2345,1555,1235,1958,1354,1075,1703,,,
4/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",910,693,1193,761,615,940,999,730,1368,917,722,1165,945,707,1264,,,
4/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
4/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1102,868,1399,,,,1268,989,1626,988,824,1184,1035,835,1284,,,
4/27/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1452,1167,1807,,,,1585,1442,1743,1495,1191,1876,,,,,,
4/27/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",662,457,960,,,,,,,747,509,1094,,,,500,396,631
4/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",602,447,810,,,,,,,586,442,778,,,,604,488,747
4/28/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",639,512,796,,,,664,555,793,654,524,817,608,492,753,,,
4/28/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",634,509,790,,,,634,538,748,721,606,856,575,459,721,,,
4/28/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1093,922,1296,,,,,,,1107,992,1234,,,,,,
4/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1318,1080,1610,,,,,,,1399,1200,1630,,,,,,
4/28/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",501,368,681,393,336,459,639,484,843,485,372,630,554,383,801,436,320,596
4/28/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",443,323,609,485,352,667,453,324,631,492,378,641,374,286,490,,,
4/28/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1351,1071,1703,,,,1472,1224,1770,1400,1223,1601,,,,,,
4/28/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",818,638,1048,677,609,751,917,705,1192,870,720,1051,767,601,980,668,559,798
4/28/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",716,523,980,651,516,821,857,640,1148,714,553,921,658,449,963,464,341,631
4/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1427,1237,1646,,,,1505,1347,1681,1390,1201,1609,,,,,,
4/28/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",349,234,520,289,172,486,439,307,628,344,236,502,373,257,541,342,246,476
4/28/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",468,312,701,423,306,583,457,343,609,514,338,781,533,338,838,288,212,392
4/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",829,645,1066,781,631,966,927,683,1257,816,645,1032,800,623,1027,,,
4/28/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",933,711,1224,,,,1078,801,1452,911,784,1058,823,628,1078,,,
4/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1127,925,1373,,,,,,,,,,,,,,,
4/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",617,466,817,,,,,,,624,472,826,,,,,,
4/28/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",760,537,1077,,,,,,,923,716,1189,,,,,,
4/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1432,1094,1873,,,,,,,1488,1089,2031,,,,,,
4/29/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1085,896,1313,,,,1168,986,1383,,,,,,,,,
4/29/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",789,547,1140,1018,691,1500,780,600,1013,779,710,854,492,429,564,,,
4/29/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",579,412,813,597,442,806,812,605,1089,544,403,734,558,405,767,392,320,481
4/29/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",653,513,830,635,509,793,679,549,839,661,530,825,586,437,784,,,
4/29/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",548,391,768,806,622,1045,617,426,893,462,367,582,585,450,761,478,304,752
4/29/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1122,861,1463,1235,1034,1474,,,,,,,,,,,,
4/29/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",569,364,889,710,464,1087,788,516,1203,480,329,700,440,315,615,,,
4/29/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1212,945,1555,,,,1187,987,1426,1101,941,1289,1256,941,1677,,,
4/29/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",762,529,1097,,,,904,712,1149,848,604,1191,634,451,892,532,388,730
4/29/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1319,1138,1528,1399,1179,1659,,,,1288,1191,1392,,,,,,
4/29/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",491,323,745,464,320,672,555,407,758,410,268,626,484,307,763,393,246,627
4/29/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",909,709,1164,1007,763,1330,1017,840,1231,937,744,1181,758,624,920,770,664,893
4/29/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",694,463,1040,520,371,728,913,661,1261,621,415,930,603,445,816,,,
4/29/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",924,749,1140,983,767,1258,949,816,1104,955,761,1198,893,752,1060,,,
4/29/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",805,570,1136,,,,1015,834,1235,,,,646,611,683,,,
4/29/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
4/29/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1183,1049,1335,,,,,,,1136,1047,1233,,,,,,
4/29/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",843,637,1115,,,,1044,792,1374,795,632,999,730,558,956,,,
4/30/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",614,458,822,613,482,779,706,518,963,598,474,754,571,425,768,,,
4/30/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",483,354,659,511,414,632,547,431,693,428,336,545,559,365,856,392,308,499
4/30/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1163,964,1401,,,,,,,,,,,,,,,
4/30/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",723,549,951,809,629,1039,756,590,967,676,576,794,570,467,697,,,
4/30/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1046,870,1256,,,,1238,1040,1473,1067,899,1266,953,850,1069,,,
4/30/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",538,391,739,575,422,784,728,560,947,499,384,648,467,345,632,450,346,586
4/30/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",579,367,913,631,414,963,737,506,1073,488,337,706,538,334,867,,,
4/30/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",961,736,1253,1028,808,1308,1115,880,1411,951,741,1220,859,679,1087,,,
4/30/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",696,507,957,,,,906,689,1191,699,521,939,620,489,787,534,394,724
4/30/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1360,1089,1699,1400,1125,1741,1498,1180,1900,1360,1108,1670,1105,974,1253,,,
4/30/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1241,994,1551,,,,1337,1100,1625,,,,1203,954,1516,,,
4/30/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",481,321,721,420,317,557,588,397,871,472,326,685,431,289,642,365,229,580
4/30/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1011,779,1313,1036,801,1340,977,833,1145,1088,812,1458,976,723,1317,,,
4/30/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",973,712,1330,,,,1118,873,1432,,,,806,710,915,,,
4/30/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1280,1022,1603,,,,1476,1197,1819,,,,1119,943,1328,,,
4/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1163,946,1428,,,,,,,,,,1118,944,1324,,,
4/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",735,510,1058,603,499,728,903,637,1280,644,458,905,511,423,616,,,
4/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",852,639,1135,,,,957,671,1363,833,642,1081,783,619,990,,,
5/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",527,394,704,639,472,864,636,477,848,500,383,651,473,383,583,,,
5/1/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",726,521,1012,694,537,897,703,523,943,794,575,1096,720,480,1082,,,
5/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",723,551,947,771,590,1007,799,642,995,709,554,907,545,454,655,,,
5/1/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",621,434,888,541,424,690,899,637,1270,617,467,816,525,380,724,612,343,1093
5/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1234,1006,1513,,,,,,,,,,,,,,,
5/1/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1407,1083,1828,,,,1516,1152,1993,,,,1178,968,1434,,,
5/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",593,381,922,737,513,1059,819,556,1207,569,369,876,501,346,727,404,279,585
5/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1284,1006,1639,,,,1368,1099,1702,,,,1163,917,1476,,,
5/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",785,558,1105,,,,900,677,1197,867,662,1136,703,519,953,417,344,505
5/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1447,1185,1767,1450,1147,1834,1535,1365,1727,1507,1255,1809,1373,1137,1657,,,
5/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",971,736,1281,1105,821,1486,1082,874,1340,966,805,1158,828,655,1047,,,
5/1/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",548,338,888,582,339,1001,674,479,948,535,334,854,426,293,618,310,196,491
5/1/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1272,1058,1529,,,,,,,1343,1081,1668,,,,,,
5/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",889,645,1225,,,,1091,777,1532,837,638,1098,794,625,1008,,,
5/1/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",977,756,1263,1084,825,1424,966,854,1092,1088,820,1443,814,678,978,,,
5/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1354,1048,1750,,,,,,,,,,,,,,,
5/1/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",738,497,1097,654,444,965,1004,820,1229,525,476,579,546,413,720,,,
5/1/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",692,490,978,,,,,,,750,585,961,614,450,837,,,
5/2/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1144,894,1465,,,,1357,1048,1756,,,,902,860,945,,,
5/2/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",683,508,917,709,624,806,802,596,1080,660,526,830,516,395,674,,,
5/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1216,1062,1392,,,,,,,1180,1013,1375,,,,,,
5/2/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",605,425,860,603,472,772,878,636,1213,659,495,878,489,350,684,436,341,556
5/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",573,401,818,615,464,815,698,473,1030,571,416,784,422,331,539,,,
5/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",779,610,994,810,659,996,850,667,1083,774,633,947,665,526,840,,,
5/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1036,766,1401,1077,817,1421,1211,941,1558,1219,955,1556,846,675,1061,,,
5/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",1562,1283,1901,1558,1250,1943,1585,1409,1783,1576,1341,1852,,,,,,
5/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1241,901,1711,,,,1480,1236,1772,1163,738,1833,1178,893,1554,,,
5/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",535,342,836,642,475,868,659,430,1008,571,374,871,436,288,659,,,
5/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",791,556,1124,986,696,1397,828,563,1218,848,608,1182,686,547,860,526,386,718
5/2/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",512,317,826,481,306,757,628,431,915,635,423,952,470,292,756,362,235,559
5/2/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1303,1083,1569,,,,1383,1257,1522,,,,,,,,,
5/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1448,1116,1878,,,,,,,,,,1391,1060,1827,,,
5/2/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",956,778,1175,,,,,,,,,,,,,,,
5/2/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",982,738,1307,906,711,1153,1059,869,1290,1155,789,1690,872,701,1084,,,
5/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",709,460,1090,,,,,,,,,,722,499,1044,,,
5/2/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",829,656,1048,765,667,879,809,663,988,808,639,1022,949,723,1246,,,
5/3/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1214,990,1488,1152,962,1378,1364,1195,1557,1187,985,1432,,,,,,
5/3/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1209,966,1513,,,,1353,1083,1691,1196,999,1432,,,,,,
5/3/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",549,382,788,662,453,967,582,407,834,508,381,677,529,349,800,433,309,608
5/3/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",654,508,840,668,593,753,608,482,768,717,568,905,643,504,821,,,
5/3/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",589,418,830,559,411,760,758,516,1113,578,454,736,598,421,849,403,307,529
5/3/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",764,574,1017,,,,907,716,1148,768,616,958,663,502,875,,,
5/3/2019,3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",515,323,822,431,299,622,529,349,803,576,387,859,586,322,1063,324,247,426
5/3/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",599,370,969,600,368,977,682,445,1043,541,350,836,610,357,1043,426,361,503
